LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
AK093733	AK093733.1	https://www.ncbi.nlm.nih.gov/nuccore/AK093733.1	N/A	N/A	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	HeLa cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AK094457	AK094457.1	https://www.ncbi.nlm.nih.gov/nuccore/AK094457.1	N/A	N/A	Cardiovascular Disease	N/A	N/A	Clopidogrel	D00769	http://www.genome.jp/dbget-bin/www_bget?drug:D00769	DB00758	https://www.drugbank.ca/drugs/DB00758	37941	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=37941	Clopidogrel treatment	HUVEC cell line	Human	down-regulated	25761653	https://www.ncbi.nlm.nih.gov/pubmed/?term=25761653		
AK094457	AK094457.1	https://www.ncbi.nlm.nih.gov/nuccore/AK094457.1	N/A	N/A	Spontaneously Hypertension	145500	http://www.omim.org/entry/145500?search=Spontaneously%20Hypertension&highlight=hypertension%20spontaneously	Notoginsenosider R1 (NR1)	C08961	http://www.genome.jp/dbget-bin/www_bget?cpd:C08961	N/A	N/A	77149	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77149	NR1 treatment	SHR and WYK rat vascular endothelial cells (RVECs)	Mouse	The expression of LncRNA?AK094457?was down-regulated by NR1.	26045775	https://www.ncbi.nlm.nih.gov/pubmed/?term=26045775		
AK095147	AK095147.1	https://www.ncbi.nlm.nih.gov/nuccore/AK095147.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Curcumin	C10443	http://www.kegg.jp/dbget-bin/www_bget?C10443	DB11672	https://www.drugbank.ca/drugs/DB11672	3962	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=3962	Curcumin treatment	CNE-2 cell line	Human	6 IR-induced and Cur-reversed differentially expressed lncRNAs were confirmed by qPCR. 	24379026	https://www.ncbi.nlm.nih.gov/pubmed/?term=24379026		
AK095147	AK095147.1	https://www.ncbi.nlm.nih.gov/nuccore/AK095147.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	CNE-2 cell line	Human	6 IR-induced and Cur-reversed differentially expressed lncRNAs were confirmed by qPCR. 	24379026	https://www.ncbi.nlm.nih.gov/pubmed/?term=24379026		
AK125699	AK125699.1	https://www.ncbi.nlm.nih.gov/nuccore/AK125699.1	N/A	N/A	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
AK126393	AK126393.1	https://www.ncbi.nlm.nih.gov/nuccore/AK126393.1	N/A	N/A	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	HeLa cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AK126698	AK126698.1	https://www.ncbi.nlm.nih.gov/nuccore/AK126698.1	N/A	N/A	Non-small-cell Lung Cancer	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	A549 cells and cisplatin resistant A549/CDDP cells	Human	Knockdown lncRNAAK126698?not only greatly decreased NKD2 which can negatively regulate Wnt/¦Â-catenin signaling but also increased the accumulation and nuclear translocation of ¦Â-catenin, and significantly depressed apoptosis rate induced by cisplatin in A549 cells.	23741487	https://www.ncbi.nlm.nih.gov/pubmed/?term=23741487		
AK293020	AK293020.1	https://www.ncbi.nlm.nih.gov/nuccore/AK293020.1	N/A	N/A	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
AK294004	AK294004.1	https://www.ncbi.nlm.nih.gov/nuccore/AK294004.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Curcumin	C10443	http://www.kegg.jp/dbget-bin/www_bget?C10443	DB11672	https://www.drugbank.ca/drugs/DB11672	3962	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=3962	Curcumin treatment	CNE-2 cell line	Human	6 IR-induced and Cur-reversed differentially expressed lncRNAs were confirmed by qPCR. 	24379026	https://www.ncbi.nlm.nih.gov/pubmed/?term=24379026		
AK294004	AK294004.1	https://www.ncbi.nlm.nih.gov/nuccore/AK294004.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	CNE-2 cell line	Human	6 IR-induced and Cur-reversed differentially expressed lncRNAs were confirmed by qPCR. 	24379026	https://www.ncbi.nlm.nih.gov/pubmed/?term=24379026		
AL049354.1	AL049354.1	https://www.ncbi.nlm.nih.gov/nuccore/AL049354.1	N/A	N/A	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	HeLa cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AL049423.1	AL049423.1	https://www.ncbi.nlm.nih.gov/nuccore/AL049423.1	N/A	N/A	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Mitomycin C 	D00208	http://www.kegg.jp/dbget-bin/www_bget?D00208	DB00305	https://www.drugbank.ca/drugs/DB00305	27504	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27504	Mitomycin C treatment	MCF7 cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AL049423.1	AL049423.1	https://www.ncbi.nlm.nih.gov/nuccore/AL049423.1	N/A	N/A	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Mitomycin C 	D00208	http://www.kegg.jp/dbget-bin/www_bget?D00208	DB00305	https://www.drugbank.ca/drugs/DB00305	27504	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27504	Mitomycin C treatment	HeLa cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AL049423.1	AL049423.1	https://www.ncbi.nlm.nih.gov/nuccore/AL049423.1	N/A	N/A	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	MCF7 cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AL353997.3	AL353997.3	https://www.ncbi.nlm.nih.gov/nuccore/AL353997.3	N/A	N/A	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
AL355149.1-1?	AL355149.1-1?	https://www.ncbi.nlm.nih.gov/nuccore/AL355149.1-1?	N/A	N/A	Tongue Squamous Cell Carcinoma	N/A	N/A	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	HN21B cell line	Human	The cisplatin-resistant HN21B cells exhibited enhanced expression of lnc-AL355149.1-1 and reduced expression of lnc-MBL2-4:3 in comparison with parental HN21B cells	25045670	https://www.ncbi.nlm.nih.gov/pubmed/?term=25045670		
AL355149.1-1?	AL355149.1-1?	https://www.ncbi.nlm.nih.gov/nuccore/AL355149.1-1?	N/A	N/A	Tongue Squamous Cell Carcinoma	N/A	N/A	5-Fluorouracil	C07649	http://www.kegg.jp/dbget-bin/www_bget?C07649	DB00544	https://www.drugbank.ca/drugs/DB00544	46345	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=46345	5-Fu treatment	HN21B cell line	Human	5-Fu treatment enhanced the expression of lnc-AL355149.1-1, while it suppressed the expression of lnc-MBL2-4:3 in a dose-dependent manner.?	25045670	https://www.ncbi.nlm.nih.gov/pubmed/?term=25045670		
AL355149.1-1?	AL355149.1-1?	https://www.ncbi.nlm.nih.gov/nuccore/AL355149.1-1?	N/A	N/A	Tongue Squamous Cell Carcinoma	N/A	N/A	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	HN21B cell line	Human	The expression of lnc-AL355149.1-1 was activated upon paclitaxel treatment.	25045670	https://www.ncbi.nlm.nih.gov/pubmed/?term=25045670		
AL833456.1	AL833456.1	https://www.ncbi.nlm.nih.gov/nuccore/AL833456.1	N/A	N/A	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Mitomycin C 	D00208	http://www.kegg.jp/dbget-bin/www_bget?D00208	DB00305	https://www.drugbank.ca/drugs/DB00305	27504	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27504	Mitomycin C treatment	HeLa cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AL833456.1	AL833456.1	https://www.ncbi.nlm.nih.gov/nuccore/AL833456.1	N/A	N/A	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	MCF7 cell line	Human	up-regulated	22532836	https://www.ncbi.nlm.nih.gov/pubmed/?term=22532836		
AM293774	AM293774	https://www.ncbi.nlm.nih.gov/nuccore/AM293774	N/A	N/A	Lung Fibrosis	178500	http://www.omim.org/entry/178500?search=Lung%20Fibrosis&highlight=pulmonary%20lung%20fibrosi%20pulmonic	Bleomycin	C06854	http://www.genome.jp/dbget-bin/www_bget?cpd:C06854	DB00290	https://www.drugbank.ca/drugs/DB00290	22907	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=22907	Bleomycin treatment (5 mg/kg)	Sprague Dawley (SD) rats	Mouse	up-regulated	23732278	https://www.ncbi.nlm.nih.gov/pubmed/?term=23732278		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	NPC cell lines (CNE1, CNE2, S18, HONE1, and 5¨C8F)	Human	Knockdown of ANRIL represses tumorigenicity and enhances DDP-induced cytotoxicity via regulating microRNA let-7a in NPC cells.	28117929	https://www.ncbi.nlm.nih.gov/pubmed/?term=28117929		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Lung Adenocarcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Adenocarcinoma&highlight=lung%20pulmonary%20adenocarcinomatous%20adenocarcinoma%20pulmonic	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	A549 cell line	Human	"ANRIL functioning as a
potential oncogene was up-regulated in LAD, and promoted the acquisition of
chemo-resistance in paclitaxel partly through the mitochondrial pathway by
modulating the expression of apoptosis-related protein cleaved-PARP and Bcl-2"	28402932	https://www.ncbi.nlm.nih.gov/pubmed/?term=28402932		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Glucose	N/A	N/A	DB09341	https://www.drugbank.ca/drugs/DB09341	N/A	N/A	Glucose treatment	NP69 and N5-Tert cell lines	Human	siANRIL treatments displayed a striking decrease in glucose uptake after 1 hr following the addition of the glucose analog.	27557514	https://www.ncbi.nlm.nih.gov/pubmed/?term=27557514		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Lung Cancer	211980	http://www.omim.org/entry/211980?search=Lung%20Adenocarcinoma&highlight=lung%20pulmonary%20adenocarcinomatous%20adenocarcinoma%20pulmonic	Platinum	N/A	N/A	DB12257	https://www.drugbank.ca/drugs/DB12257	33364	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33364	Platinum treatment	Chinese patients with lung cancer	Human	ANRIL and MEG3 genetic polymorphisms are associated with severe platinum toxicity.	28260796	https://www.ncbi.nlm.nih.gov/pubmed/?term=28260796		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Osteosarcoma	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Hypoxia	N/A	N/A	N/A	N/A	N/A	N/A	Hypoxia treatment (1?% O2, 5?% CO2, and 94?% N2)?	U2OS cell line	Human	Long noncoding RNA ANRIL is activated by hypoxia-inducible factor-1¦Á and promotes osteosarcoma cell invasion and suppresses cell apoptosis upon hypoxia.	27688736	https://www.ncbi.nlm.nih.gov/pubmed/?term=27688736		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	NPC cells	Human	ANRIL upregulation reserved the inhibited proliferation, induced apoptosis, and enhanced radiosensitivity triggered by miR-125a overexpression.	28402230	https://www.ncbi.nlm.nih.gov/pubmed/?term=28402230		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	¦Ã-ray irradiation	N/A	N/A	N/A	N/A	N/A	N/A	¦Ã-ray irradiation treatment	MCF7 cell line	Human	up-regulated	22487937	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487937		
ANRIL	AB548314.1	https://www.ncbi.nlm.nih.gov/nuccore/AB548314.1	NONHSAT130421.2	http://www.noncode.org/show_rna.php?id=NONHSAT130421&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	¦Ã-ray irradiation	N/A	N/A	N/A	N/A	N/A	N/A	¦Ã-ray irradiation treatment	HeLa cell line	Human	up-regulated	22487937	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487937		
AP000221.1?	AP000221.1?	https://www.ncbi.nlm.nih.gov/nuccore/AP000221.1?	N/A	N/A	Pancreatic Cancer	260350	http://www.omim.org/entry/260350?search=Pancreatic%20Cancer&highlight=pancreatic%20cancerous%20cancer%20pancreas	Gemcitabine	D02368	http://www.genome.jp/dbget-bin/www_bget?drug:D02368	DB00441	https://www.drugbank.ca/drugs/DB00441	175901	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=175901	Gemcitabine treatment	SW1990 and SW1990/GZ cell lines	Human	up-regulated	25755691	https://www.ncbi.nlm.nih.gov/pubmed/?term=25755691		
AP000473.5	AP000473.5	https://www.ncbi.nlm.nih.gov/nuccore/AP000473.5	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
AP000525.10	AP000525.10	https://www.ncbi.nlm.nih.gov/nuccore/AP000525.10	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
AP001607.1	AP001607.1	https://www.ncbi.nlm.nih.gov/nuccore/AP001607.1	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
AP001607.1	AP001607.1	https://www.ncbi.nlm.nih.gov/nuccore/AP001607.1	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
AP003486.1	AP003486.1	https://www.ncbi.nlm.nih.gov/nuccore/AP003486.1	N/A	N/A	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
AP003486.1	AP003486.1	https://www.ncbi.nlm.nih.gov/nuccore/AP003486.1	N/A	N/A	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
APTR	NR_134254.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_134254.1	NONHSAT254270.1	http://www.noncode.org/show_rna.php?id=NONHSAT254270&version=1&utd=1#	Glioblastoma	137800	http://www.omim.org/entry/137800?search=Glioblastoma&highlight=glioblastoma	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment(0, 10, 30 ¦ÌM)	HCT116 cell line	Human	Over-expression of exogenous?APTR?prevents induction of?p21?after heat shock or doxorubicin-induced DNA damage.?	24748121	https://www.ncbi.nlm.nih.gov/pubmed/?term=24748121		
APTR	NR_134254.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_134254.1	NONHSAT254270.1	http://www.noncode.org/show_rna.php?id=NONHSAT254270&version=1&utd=1#	Glioblastoma	137800	http://www.omim.org/entry/137800?search=Glioblastoma&highlight=glioblastoma	Heat Shock	N/A	N/A	N/A	N/A	N/A	N/A	37, 42 or 55¡ãC for 30 min followed by incubation at 37¡ãC for 60 min?	293T cell line	Human	Over-expression of exogenous?APTR?prevents induction of?p21?after heat shock or doxorubicin-induced DNA damage.?	24748121	https://www.ncbi.nlm.nih.gov/pubmed/?term=24748121		
